sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
44,compute-0-0,0.000228100,+0.000552273,0.001294482
44,compute-0-1,0.000000168,+0.000620171,0.000960072
44,compute-0-2,0.000243841,+0.000322809,0.000692635
44,compute-0-3,0.000000168,+0.000651975,0.000513151
45,compute-0-0,0.000221655,+0.000552273,0.001294482
45,compute-0-1,0.000000168,+0.000620171,0.000960072
45,compute-0-2,0.000198948,+0.000322809,0.000692635
45,compute-0-3,0.000368564,+0.000412274,0.000503973
46,compute-0-0,0.000215039,+0.000552273,0.001294482
46,compute-0-1,0.000208146,+0.000231586,0.000913744
46,compute-0-2,0.000149077,+0.000322809,0.000692635
46,compute-0-3,0.000254817,+0.000412274,0.000503973
47,compute-0-0,0.000207596,+0.000552273,0.001294482
47,compute-0-1,0.000180213,+0.000231586,0.000913744
47,compute-0-2,0.000100182,+0.000322809,0.000692635
47,compute-0-3,0.000152064,+0.000412274,0.000503973
48,compute-0-0,0.000122037,-0.000325336,0.001232355
48,compute-0-1,0.000154566,+0.000231586,0.000913744
48,compute-0-2,0.000033785,-0.000031491,0.000657167
48,compute-0-3,0.000051036,+0.000412274,0.000503973
49,compute-0-0,0.000121560,-0.000325336,0.001232355
49,compute-0-1,0.000129089,+0.000231586,0.000913744
49,compute-0-2,0.000033166,-0.000031491,0.000657167
49,compute-0-3,0.000000051,+0.000412274,0.000503973
50,compute-0-0,0.000121065,-0.000325336,0.001232355
50,compute-0-1,0.000102852,+0.000231586,0.000913744
50,compute-0-2,0.000032532,-0.000031491,0.000657167
50,compute-0-3,0.000040739,+0.000040811,0.000478285
51,compute-0-0,0.000120576,-0.000325336,0.001232355
51,compute-0-1,0.000230628,+0.000170002,0.000868519
51,compute-0-2,0.000031890,-0.000031491,0.000657167
51,compute-0-3,0.000039678,+0.000040811,0.000478285
52,compute-0-0,0.000120085,-0.000325336,0.001232355
52,compute-0-1,0.000169721,+0.000170002,0.000868519
52,compute-0-2,0.000031272,-0.000031491,0.000657167
52,compute-0-3,0.000038637,+0.000040811,0.000478285
53,compute-0-0,0.000119603,-0.000325336,0.001232355
53,compute-0-1,0.000109773,+0.000170002,0.000868519
53,compute-0-2,0.000030653,-0.000031491,0.000657167
53,compute-0-3,0.000037603,+0.000040811,0.000478285
54,compute-0-0,0.000119129,-0.000325336,0.001232355
54,compute-0-1,0.000050978,+0.000170002,0.000868519
54,compute-0-2,0.000084893,+0.000058519,0.000623718
54,compute-0-3,0.000036566,+0.000040811,0.000478285
55,compute-0-0,0.000118651,-0.000325336,0.001232355
55,compute-0-1,0.000000051,+0.000170002,0.000868519
55,compute-0-2,0.000079765,+0.000058519,0.000623718
55,compute-0-3,0.000035520,+0.000040811,0.000478285
56,compute-0-0,0.000118167,-0.000325336,0.001232355
56,compute-0-1,0.000000051,+0.000170002,0.000868519
56,compute-0-2,0.000074545,+0.000058519,0.000623718
56,compute-0-3,0.000029174,-0.000005465,0.000453744
57,compute-0-0,0.000117674,-0.000325336,0.001232355
57,compute-0-1,0.000009498,-0.000009533,0.000823955
57,compute-0-2,0.000069358,+0.000058519,0.000623718
57,compute-0-3,0.000028511,-0.000005465,0.000453744
58,compute-0-0,0.000117188,-0.000325336,0.001232355
58,compute-0-1,0.000009404,-0.000009533,0.000823955
58,compute-0-2,0.000064300,+0.000058519,0.000623718
58,compute-0-3,0.000027859,-0.000005465,0.000453744
59,compute-0-0,0.000116707,-0.000325336,0.001232355
59,compute-0-1,0.000009311,-0.000009533,0.000823955
59,compute-0-2,0.000091203,+0.000032200,0.000591798
59,compute-0-3,0.000027203,-0.000005465,0.000453744
60,compute-0-0,0.000116224,-0.000325336,0.001232355
60,compute-0-1,0.000009218,-0.000009533,0.000823955
60,compute-0-2,0.000085586,+0.000032200,0.000591798
60,compute-0-3,0.000026552,-0.000005465,0.000453744
61,compute-0-0,0.000115745,-0.000325336,0.001232355
61,compute-0-1,0.000009125,-0.000009533,0.000823955
61,compute-0-2,0.000079941,+0.000032200,0.000591798
61,compute-0-3,0.000025887,-0.000005465,0.000453744
62,compute-0-0,0.000115257,-0.000325336,0.001232355
62,compute-0-1,0.000008964,+0.000000066,0.000781672
62,compute-0-2,0.000074219,+0.000032200,0.000591798
62,compute-0-3,0.000023727,-0.000001718,0.000430460
63,compute-0-0,0.000114778,-0.000325336,0.001232355
63,compute-0-1,0.000008868,+0.000000066,0.000781672
63,compute-0-2,0.000068503,+0.000032200,0.000591798
63,compute-0-3,0.000023286,-0.000001718,0.000430460
64,compute-0-0,0.000114289,-0.000325336,0.001232355
64,compute-0-1,0.000008771,+0.000000066,0.000781672
64,compute-0-2,0.000062759,+0.000032200,0.000591798
64,compute-0-3,0.000022843,-0.000001718,0.000430460
65,compute-0-0,0.000205459,-0.000092002,0.001169477
65,compute-0-1,0.000008675,+0.000000066,0.000781672
65,compute-0-2,0.000082627,+0.000025456,0.000561487
65,compute-0-3,0.000022407,-0.000001718,0.000430460
66,compute-0-0,0.000204603,-0.000092002,0.001169477
66,compute-0-1,0.000008580,+0.000000066,0.000781672
66,compute-0-2,0.000077110,+0.000025456,0.000561487
66,compute-0-3,0.000021969,-0.000001718,0.000430460
67,compute-0-0,0.000203748,-0.000092002,0.001169477
67,compute-0-1,0.000008483,+0.000000066,0.000781672
67,compute-0-2,0.000071487,+0.000025456,0.000561487
67,compute-0-3,0.000015012,-0.000006632,0.000408376
68,compute-0-0,0.000202898,-0.000092002,0.001169477
68,compute-0-1,0.000017912,-0.000009781,0.000741566
68,compute-0-2,0.000065903,+0.000025456,0.000561487
68,compute-0-3,0.000014792,-0.000006632,0.000408376
69,compute-0-0,0.000202035,-0.000092002,0.001169477
69,compute-0-1,0.000017510,-0.000009781,0.000741566
69,compute-0-2,0.000060157,+0.000025456,0.000561487
69,compute-0-3,0.000014567,-0.000006632,0.000408376
70,compute-0-0,0.000201152,-0.000092002,0.001169477
70,compute-0-1,0.000017106,-0.000009781,0.000741566
70,compute-0-2,0.000125717,+0.000075422,0.000533207
