sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
41,compute-0-2,0.000010894,-0.000026333,0.000052867
41,compute-0-3,0.000002418,-0.000061008,0.000096036
144,localhost,0.000259543,+0.000085630,0.002063578
144,compute-0-0,0.000001521,+0.000048226,0.000168559
144,compute-0-1,0.000039468,-0.000044287,0.000089809
144,compute-0-2,0.000006016,-0.000026333,0.000052867
144,compute-0-3,0.000143170,-0.000173285,0.000106318
42,localhost,0.000258173,+0.000085630,0.002063578
42,compute-0-0,0.000000066,+0.000048226,0.000168559
42,compute-0-1,0.000037866,-0.000044287,0.000089809
42,compute-0-2,0.000005142,-0.000026333,0.000052867
42,compute-0-3,0.000134193,-0.000173285,0.000106318
145,localhost,0.000250541,+0.000085630,0.002063578
145,compute-0-0,0.000006486,-0.000006510,0.000159923
145,compute-0-1,0.000028868,-0.000044287,0.000089809
145,compute-0-2,0.000039439,-0.000040906,0.000051795
145,compute-0-3,0.000084541,-0.000173285,0.000106318
43,localhost,0.000249161,+0.000085630,0.002063578
43,compute-0-0,0.000006465,-0.000006510,0.000159923
43,compute-0-1,0.000027272,-0.000044287,0.000089809
43,compute-0-2,0.000038219,-0.000040906,0.000051795
43,compute-0-3,0.000075738,-0.000173285,0.000106318
146,localhost,0.000241522,+0.000085630,0.002063578
146,compute-0-0,0.000006347,-0.000006510,0.000159923
146,compute-0-1,0.000018256,-0.000044287,0.000089809
146,compute-0-2,0.000031332,-0.000040906,0.000051795
146,compute-0-3,0.000025952,-0.000173285,0.000106318
44,localhost,0.000240167,+0.000085630,0.002063578
44,compute-0-0,0.000006326,-0.000006510,0.000159923
44,compute-0-1,0.000016715,-0.000044287,0.000089809
44,compute-0-2,0.000030140,-0.000040906,0.000051795
44,compute-0-3,0.000017361,-0.000173285,0.000106318
147,localhost,0.000232508,+0.000085630,0.002063578
147,compute-0-0,0.000006208,-0.000006510,0.000159923
147,compute-0-1,0.000007674,-0.000044287,0.000089809
147,compute-0-2,0.000023238,-0.000040906,0.000051795
147,compute-0-3,0.000000017,-0.000173285,0.000106318
45,localhost,0.000231188,+0.000085630,0.002063578
45,compute-0-0,0.000006188,-0.000006510,0.000159923
45,compute-0-1,0.000006120,-0.000044287,0.000089809
45,compute-0-2,0.000022045,-0.000040906,0.000051795
45,compute-0-3,0.000000017,-0.000173285,0.000106318
148,localhost,0.000223507,+0.000085630,0.002063578
148,compute-0-0,0.000006069,-0.000006510,0.000159923
148,compute-0-1,0.000000006,-0.000044287,0.000089809
148,compute-0-2,0.000015122,-0.000040906,0.000051795
148,compute-0-3,0.000000017,-0.000173285,0.000106318
46,localhost,0.000222200,+0.000085630,0.002063578
46,compute-0-0,0.000006049,-0.000006510,0.000159923
46,compute-0-1,0.000000006,-0.000044287,0.000089809
46,compute-0-2,0.000013976,-0.000040906,0.000051795
46,compute-0-3,0.000000017,-0.000173285,0.000106318
149,localhost,0.000214467,+0.000085630,0.002063578
149,compute-0-0,0.000005930,-0.000006510,0.000159923
149,compute-0-1,0.000055176,-0.000060632,0.000087331
149,compute-0-2,0.000007016,-0.000040906,0.000051795
149,compute-0-3,0.000000017,-0.000173285,0.000106318
47,localhost,0.000213191,+0.000085630,0.002063578
47,compute-0-0,0.000005910,-0.000006510,0.000159923
47,compute-0-1,0.000053651,-0.000060632,0.000087331
47,compute-0-2,0.000005882,-0.000040906,0.000051795
47,compute-0-3,0.000173616,-0.000174579,0.000114982
150,localhost,0.000205468,+0.000085630,0.002063578
150,compute-0-0,0.000005791,-0.000006510,0.000159923
150,compute-0-1,0.000044406,-0.000060632,0.000087331
150,compute-0-2,0.000093657,-0.000094468,0.000057506
150,compute-0-3,0.000126985,-0.000174579,0.000114982
48,localhost,0.000204200,+0.000085630,0.002063578
48,compute-0-0,0.000005772,-0.000006510,0.000159923
48,compute-0-1,0.000042908,-0.000060632,0.000087331
48,compute-0-2,0.000089183,-0.000094468,0.000057506
48,compute-0-3,0.000119406,-0.000174579,0.000114982
151,localhost,0.000196448,+0.000085630,0.002063578
151,compute-0-0,0.000033913,-0.000030616,0.000152024
151,compute-0-1,0.000033664,-0.000060632,0.000087331
151,compute-0-2,0.000061710,-0.000094468,0.000057506
151,compute-0-3,0.000072900,-0.000174579,0.000114982
49,localhost,0.000195191,+0.000085630,0.002063578
49,compute-0-0,0.000033300,-0.000030616,0.000152024
49,compute-0-1,0.000032124,-0.000060632,0.000087331
49,compute-0-2,0.000057133,-0.000094468,0.000057506
49,compute-0-3,0.000065213,-0.000174579,0.000114982
152,localhost,0.000187461,+0.000085630,0.002063578
152,compute-0-0,0.000029569,-0.000030616,0.000152024
152,compute-0-1,0.000022892,-0.000060632,0.000087331
152,compute-0-2,0.000029670,-0.000094468,0.000057506
152,compute-0-3,0.000018701,-0.000174579,0.000114982
50,localhost,0.000186183,+0.000085630,0.002063578
50,compute-0-0,0.000028959,-0.000030616,0.000152024
50,compute-0-1,0.000021384,-0.000060632,0.000087331
50,compute-0-2,0.000025216,-0.000094468,0.000057506
50,compute-0-3,0.000011127,-0.000174579,0.000114982
153,localhost,0.000178453,+0.000085630,0.002063578
153,compute-0-0,0.000025226,-0.000030616,0.000152024
153,compute-0-1,0.000012147,-0.000060632,0.000087331
153,compute-0-2,0.000000023,-0.000094468,0.000057506
153,compute-0-3,0.000000009,-0.000174579,0.000114982
51,localhost,0.000177194,+0.000085630,0.002063578
51,compute-0-0,0.000024613,-0.000030616,0.000152024
51,compute-0-1,0.000010627,-0.000060632,0.000087331
51,compute-0-2,0.000000023,-0.000094468,0.000057506
